我们	rywu
藤子	aebo
芒刺在背	aedu
菜圃	aelb
芋艿	afae
甘冒	afjh
东直门	afuy
工蚁	agjy
比武招亲	agru
花展	ahna
花娘	ahvy
萝卜丝	ahxx
萍聚	aibc
薄壁	aida
东床	aios
东站	aiuv
落忍	aivy
蓝黑	ajbb
节日礼物	ajon
鹊巢	ajvj
落叶知秋	akct
东走西顾	aksd
苏式	alaa
苗家	alpe
劳改犯	alvl
英年	amak
英汉	amic
黄鱼	anct
艺坛	anfc
董必武	anga
巨蜥	anjs
黄线	anxg
七毛	aocn
七亿	aown
蒙脸	apew
蓉城	apfp
营办	aplm
荣膺	apow
芝诺	apya
匹克	aqdq
萨尔瓦多	aqgq
葱油	aqin
歌谱	aqyu
茜草	asav
警衔	ashq
苟延	astc
工程兵	atrg
辛普森	ausm
藏娇	auvm
切题	avjw
敬谢不敏	aygx
卧虎	ayhn
顿号	bakw
取给	bcxw
奥古斯都	bdhf
承题	bdjw
承望	bdye
阴蒂	beau
阴私	betc
奥斯陆	bhbf
奥斯卡奖	bhmu
补税	bhtd
函电	bijn
承载力	bjla
阳物	bjnq
列岛	bjqm
限时优惠	bjwg
向度	bklc
出掌	bmjc
除非己莫为	bmll
出典	bmmr
袖套	bndv
附属国	bnlb
孑遗	bnxm
聂耳	bobg
防火门	bouy
孤证	boyg
敷面	bpdl
隐式	bqaa
阿尔茨海默病	bqau
除夕之夜	bqpy
联席	bslb
联办	bslm
随机数	bsov
阿伦	bsww
初等教育	btfy
隆昌	btjj
联想集团	btml
初等数学	btoi
金像	buwl
初会	bvoc
除垢	bwff
出人意表	bwxg
死等	bxtf
联络处	bxth
隔离墙	byff
文臣武将	cagu
毛主席语录	cblj
参事	cdnv
通览	cejm
圣典	cfmr
短靴	cgqh
手令	chdy
手汗	chif
海洋公园	ciml
频数	ciov
驯良	cjyv
鸡鸣狗吠	ckvk
驻足不前	clgu
文思泉涌	clki
观棋	cmsh
氆氇	cncn
毛肚	cnef
知心姐姐	cnvv
海底针	coqf
参赛队	cpbw
运量	cpjg
运煤	cpoa
难如	crvk
海森堡	csmk
预购	csmq
柔细	csxl
海床	cuos
止痛片	cust
海阔凭鱼跃	cuwl
文如其人	cvhw
参众两院	cweb
魂斗罗	cwlq
验钞	cwqi
验算	cwth
文人相轻	cwtl
文件传输	cwwl
戏票	cxbi
知来者之可追	cxft
知识背景	cyuk
避震	dafd
春节晚会	dajo
大比拼	daru
布展	dbna
顾准	dbur
在此以前	dcnu
石羊	ddpy
三原色	ddqj
胡兵	derg
硼酸	desc
总支出	dfbm
百无一用是书生	dfgp
雁过留声	dfqf
雁过拔毛	dfrc
硅酸	dfsc
碳素墨水	dgbh
硬套	dgdv
爽歪歪	dggg
威武不屈	dggn
硬顶	dgsd
厂牌	dgsr
厂务	dgtl
三不管	dgtp
慧黠	dhbf
含饴弄孙	dhgb
大水冲了龙王庙	dhuo
破亿	dhwn
耕者	difj
大渡河	diis
三省吾身	disy
百害而无一利	djdt
破晓时分	djjm
三次元	dkfq
奔走呼号	dkkk
感光度	dklc
三蹦子	dlbo
历书	dlhb
贪钱	dmqg
碳钢	dmqm
耍横	dmsa
大集体	dmwj
三心两意	dnex
总店	dnok
百尺竿头更进一步	dntc
大获	doav
三方协议	dpfy
春宵一刻值千金	dpgb
研究学习	dpin
古生物	dpnq
三农问题	dpuj
威尔斯	dqhr
克敌	dqqt
三缺一	drgi
硬指标	drsw
春秋五霸	dtsf
春秋笔法	dtti
磁矩	duca
套马	dvco
套车	dvlg
三好生	dvpg
套印	dvsb
大好前程	dvut
大伤脑筋	dwet
夺人心魄	dwnk
三拳两脚	dxee
垄沟	dxiq
龙种	dxts
犬齿	dycb
朋比为奸	ealv
两立	eauu
两便	eawg
腻人	eawo
乳类	ebod
胎压	ecdf
悬梁	eciv
月历	eedl
月琴	eegg
氢氧化钠	eehq
月头	eeiw
有志不在年高	efgh
有过之无不及	efpe
有赖	efuq
有待商榷	ehes
用其所长	ehlh
先睹为快	ehln
对照表	ejgk
脱光光	ekkh
造田	eklh
商品粮	ekoy
告病	ekue
助产	elut
两岸三地	emdf
有则改之	emlp
对虾	enjg
开司米	enoa
两性之间	enpu
甩卖	envi
开释	eomc
开模	eoss
商业片	eost
胜数	epov
胸无	eqfs
选送	eqsp
对外经济贸易	eqxj
遥祝	erok
两栖动物	escn
腰果	esjs
膜片	esst
服务号	etkw
先遣队	exbw
有来有回	exel
无功不受禄	fago
后院起火	fbko
孝子贤孙	fbtb
过些天	fcgd
支委	fctv
二龙戏珠	fdcg
志大才疏	fdfc
老大徒伤悲	fdhm
震旦	fdjg
直板	fesr
干脆利索	fetf
真命	fewn
真髓	fexd
墙基	ffhf
土族	ffpc
干吃	fgks
干缩	fgxp
零敲碎打	fhdr
壕堑	fhlr
远水解不了近渴	fhqi
二笔	fitc
无日无夜	fjfy
过时不候	fjgw
无冕之王	fjpg
平时成绩	fjpx
后晌	fkjb
零的突破	fkpd
增开	fleo
无遮无拦	flfr
增白	flkt
无则加勉	fmvl
声频	fnci
求偿	fowi
培养皿	fplh
平方尺	fpnm
索解	fpqe
城根	fpsv
远祖	fqoe
无可限量	fsbj
都柏林	fsme
无锁	fsqi
无框	fssa
无息贷款	fthf
二简字	ftpb
培土	fuff
平昌	fujj
吉普赛人	fupw
无立锥之地	fuqf
平调	fuym
地市级	fvxe
十位数	fwov
后来者居上	fxfh
无线电话	fxjy
老账	fxmh
老窖	fxpe
耆宿	fxpw
老千	fxqt
无记名投票	fyqb
不到长城非好汉	gahi
弄没	gaix
弄鬼	gaqc
弄反	garc
不落俗套	gawd
一隅之地	gbpf
正交	gcur
正弦	gcxa
天球	gdgf
天量	gdjg
不胜感激	gedi
不及物动词	geny
一脉相传	getw
球童	gfuu
天下归心	ggjn
玩不转	gglv
下辈	ghmx
天涯若比邻	giad
天津大学	gidi
政治学家	giip
更准	gjur
表针	gkqf
武力解决	glqu
一公一母	gmgx
不以为耻	gnlb
恶汉	goic
亚丁	gosg
妻儿老小	gqfi
万宁	gqps
亚拉巴马	grjc
天可怜见	gsnm
更关键	gsqw
武松打虎	gsrh
不可终日	gsxj
一鼻子灰	gtbd
麦城	gtfp
不乏其人	gthw
下笔如有神	gtvo
天作孽	gwat
天命难违	gwcv
一传十十传百	gwfd
珍玩	gwgf
妻弟	gwux
互传	gxwv
万言书	gyhb
丽影	gyki
书市	hbvm
皮帽	hcbj
高手云集	hccm
发功	hdal
发奖	hduq
期票	hebi
南汉	heic
期号	hekw
旧貌换新颜	heru
睡过了头	hfbi
目无法纪	hfix
发刊词	hfyn
执黑	hgbb
饥餐渴饮	hhih
化学式	hiaa
化学药物	hian
长江大桥	hids
水情	hing
化学系	hitx
化学作用	hiwe
瞎蒙	hjap
瞬态	hjdu
水能载舟	hjje
瞎吹	hjkq
瞎跑	hjlq
旧病	hjue
食品厂	hkdg
虎踞龙盘	hlde
德宏	hlpd
微距	hmla
饲草	hnav
虎纹	hnxc
代数和	hotk
发家史	hpkr
微生物学	hpni
发挥余热	hrwh
水木年华	hsam
盯防	hsbp
徐峥	hwmq
代买	hyci
热身赛	hypm
江堤	iafj
满电	iajn
潜踪	ialp
满语	iays
学神	iboj
注塑	ibub
汉阴	icbe
治丧	icfu
汉魏	ictv
洗碗工	idag
学而优则仕	idww
洗雪	iefv
滴灌	ieia
酒后乱性	ifqn
当一天和尚撞一天钟	iggq
法不责众	iggw
添满	igia
浅近	igrp
波束	ihug
梁上君子	ihvb
混淆黑白	iibk
小鹰	iiow
流星赶月	ijke
潮润	ikiu
激光打印机	ikrs
法克	ildq
法场	ilfv
溘然	ilqd
泥古	indg
学习用品	inek
油坊	infp
汛情	inng
漏接	inru
酒精灯	ioos
酒糟鼻	iotp
洋式	ipaa
省军区	ipar
洋财	ipmf
少安毋躁	ipxl
溘然长逝	iqhr
溜号	iqkw
小批量	irjg
酒酣耳热	isbh
酒筵	istt
深入虎穴	ithp
小笼包子	itqb
劣根	itsv
劣等	ittf
学部委员	iutk
沐猴而冠	ivdp
涩味	ivkf
梁园	ivlf
当紧	ivtx
流媒体	ivwj
头阵	iwbl
涂布	iwdb
小人喻于利	iwkt
滑水	ixhi
测试员	iykm
昆布	jadb
虹彩	jaes
日臻完善	japp
日企	jawc
最爽	jbdi
电子信箱	jbwt
蚝油	jcin
蝰蛇	jdjp
明胶	jeeu
日月同辉	jemk
时不再来	jgkx
旺仔	jgwb
申花	jhah
申奥	jhbo
畅行	jhhw
蜕化变质	jhpr
日清月结	jiex
电源电压	jijd
本页	jjdm
本港	jjir
鉴赏家	jjpe
本版	jjsr
本季	jjtb
本证	jjyg
蝶恋	jkpn
星光闪闪	jkuu
师训	jkyj
戴孝	jlfb
曼声	jlfn
愚鲁	jmcj
电游	jnip
录放机	jpsn
杀敌一千	jqgq
党团	jqlf
害喜	jrfa
截击	jrfm
明枪易躲暗箭难防	jsjb
蜂王	jtgg
川渝	jtiw
临机	jtsn
暗箭伤人	jtww
时装店	juok
归公	jvmc
题跋	jwld
电信业	jwoh
题解	jwqe
暗月	jxee
归纳法	jxil
暗疾	jxuc
杀身成仁	jypw
白蒙蒙	kaap
越境	kafx
曲名	kaqk
曲意	kaxn
口出不逊	kbgb
白金卡	kbmh
世殊事异	kbnl
赵紫阳	kcbj
白云深处	kcit
景泰蓝	kdaj
吐蕊	kfan
喷砂	kfdi
叫地地不灵	kffv
喷撒	kfra
赵元任	kfwq
吃一堑	kglr
世青赛	kgpm
走镖	kgqb
哑谜	kgyo
嗜杀成性	kjpn
唱作	kjwk
咄咄怪事	kknn
口重	kkqu
咔叽	kmkn
嗣位	kmwu
呢子	knbo
叫床	knos
再生父母	kpmx
鸣放	kqpt
史观	krcm
啪嚓	krkp
听成	krpx
史话	kryq
光棍儿	ksqq
白矾	ktdn
白质	ktrf
资产阶级专政	kubg
只售	kurk
史努比	kvax
品控	kxrp
异闻	laub
略逊一筹	lbgt
边际效应	lbuo
四海一家	lcgp
四驱车	lclg
轻闲	lcus
恩威并施	ldup
胃寒	lepu
导医	lfac
置辩	lfay
导报	lfri
男才女貌	lfve
团建	lfwf
团练	lfxa
团级	lfxe
车市	lgvm
田鸡	lhcq
罗浮宫	lipk
四核	lisa
四川大学	ljdi
踢蹬	ljlw
制宪	ljpe
回拜	lkmg
回援	lkre
回护	lkro
田忌赛马	llpc
男宾	llpr
劫狱	llvy
办公费	lmxj
软心肠	lnev
思谋	lnya
遮荫	loab
略少	loit
遮体	lowj
连襟	lpbm
连网	lpmd
边民	lpne
免赔	lsmu
四季豆	ltga
异香扑鼻	ltrt
蹲坑	lufy
转阴	lvbe
转用	lveh
转注	lvib
转贴	lvmv
免战牌	lvsr
转弱	lvxu
囚服	lwei
界域	lwfx
输电	lwjn
轮圈	lwlx
界桩	lwso
罗红霉素	lxfg
罗纳德	lxhl
蹴鞠	lyqq
八七会议	maoy
同方	mapy
八年抗战	marv
集束	mbug
败兴而归	mcdj
公考	mcfw
公所	mclr
内圣外王	mcqg
公休	mcws
网际	mdbw
雕漆	mfis
山南海北	mhcu
华南虎	mhhn
山水诗	mhyf
肉牛	mipt
岿然	mjqd
同呼吸共命运	mkkc
凯恩斯主义	mlhy
看图说话	mlyy
内华达	mmdp
山桃	mmsi
华山论剑	mmyw
禁飞区	mnar
岁寒三友	mpdd
岁星	mqjp
见罪	mslm
公关公司	msmn
分配器	msxd
父业	mtoh
赚头	muiw
翡冷翠	muny
贫病交加	muuv
内角	mwqe
内患	mwsk
华工	mxag
贼窝	mxpk
网络版	mxsr
网络管理	mxtg
非酋	mxus
民主主义革命	nbbw
屈死	nbbx
邮发	nbhd
快嘴	nbkc
刷分	nbmv
惜墨如金	nbvb
尾鳍	nccf
尾行	nchw
怪样	ncsp
民夫	neaa
民气	neet
乙基	nehf
事有蹊跷	nell
心胆俱裂	newb
屁股蛋	newj
民诉	neyr
性无能	nfjx
特稿	nfth
悔过自新	nftu
特像	nfwl
物理实验	ngpc
尿盆	nhmv
怵目惊心	nhnn
收方	nhpy
尿血	nhtl
卫国战争	nlvq
忏悔录	nnji
民富国强	nplx
恬适	nqqp
居留权	nqsc
情报员	nrkm
情报所	nrlr
飞入寻常百姓家	ntvp
属猴	ntvw
慰问电	nujn
懒猫	nuva
飞鼠	nuvu
飞信	nuwy
尽信书不如无书	nwhh
翠莲	nyal
各业	oaoh
各组	oaxe
会火	ocoy
福原爱	odjd
双百	oedj
户型图	oelt
双周	oemf
双拐	oerv
应声虫	ofjh
神志恍惚	ofnn
数理逻辑	ogll
床上功夫	ohaa
廉颇老矣	ohfc
数得着	ohph
烧高香	ohtj
糊涂一时	oigj
启东	okai
祸殃	okbm
康乾盛世	okpk
憋足了劲	olbc
视域	omfx
扇坠	onbw
断离	onyb
糖厂	oodg
郯城	oofp
社会科学院	ootb
寿与天齐	oqgc
应山	oqmm
炮管	oqtp
各持己见	orlm
床笫	ostt
灯市	osvm
庚戌	ovdx
数一	ovgi
数制	ovlj
数错	ovqa
个人主页	owbd
各人自扫门前雪	owtf
烧荒	oxay
全脂	oxex
全乎	oxtu
全优	oxwd
粮农	oypk
宽频	paci
窒闷	paun
宗主国	pblb
族权	pcsc
官运	pdcp
牛脾气	peet
家贼	pemx
宣发	pghd
生长点	phvo
安河桥	pism
农产	pkut
军史	plkr
赛出	pmbm
宽带网	pmmd
赛况	pmuk
变性手术	pncs
冗员	pnkm
定性分析	pnms
寡廉鲜耻	pocb
变废为宝	polp
客位	powu
宾客盈门	ppeu
额定电压	ppjd
安家费	ppxj
成名成家	pqpp
官逼民反	prnr
宣誓就职	pryb
容让	pryh
空疏	pscc
空包	psql
牛扒	ptrm
牛筋	ptte
冠状病毒	puug
窘相	pvtg
成人用品	pwek
定焦	pwro
富强民主	pxnb
定语从句	pyas
勤工助学	qaei
错解	qaqe
针式打印机	qars
垂线	qaxg
千金难求	qbcf
重码率	qdac
锐化	qdht
鞭辟入里	qdtu
急先锋	qeqt
镇日	qfja
勤读	qfyv
钱票	qgbi
道琼斯	qghr
儿行千里母担忧	qhqn
名师出高徒	qjbh
色觉	qjim
靶机	qjsn
久旱逢甘雨	qjtm
贸易自由	qjtn
名嘴	qkkc
名状	qkud
乱世佳人	qkww
钢锯	qmqn
道兄	qpkq
镏金	qqbu
解铃还须系铃人	qqgw
敌我矛盾	qrcr
鬼把戏	qrcx
铁臂	qrda
铁柜	qrsa
解析几何	qsnw
铁板烧	qsox
争妍	qsve
千岛	qtqm
多种经营	qtxa
名闻天下	qugg
钢产量	qujg
千里之堤	qupf
重报	quri
重打	qurs
适婚年龄	qvac
久经考验	qxfc
留职	qybk
留空	qyps
搭戏	racx
缺医少药	raia
扣帽子	rbbo
投降主义	rbby
挖耳朵	rbns
捷克斯洛伐克	rdhd
指令集	rdmb
找碴儿	rdqq
援外	reqh
搬掉	rerh
挂齿	rfcb
挂账	rfmh
共党	rgjq
兵站	rguv
共设	rgyx
午茶	rhaw
披头士	rifg
报读	riyv
提挈	rjdh
提肛	rjea
抗日救亡	rjfy
揭竿	rjtf
捏合	rjwt
摆钟	rlqs
排涝	rmia
我辈岂是蓬蒿人	rmmw
融会	rmoc
据理	rngu
抽咽	rnkl
搞卫生	rnpg
遐迩	rnqi
按脉	rpey
插孔	rqbn
插脚	rqel
扶危济困	rqil
挺晚	rqjl
换牙	rqrt
披挂上阵	rrhb
折本	rrjj
推展	rrna
打表	rsgk
缺根弦	rsxa
扭秧歌	rtaq
雅静	rtge
披坚执锐	rthq
雅利安	rtpv
接腔	ruep
撞针	ruqf
接棒	rusd
反问句	rust
扫黄	rvan
招灾	rvpo
失传已久	rwlq
失迷	rwop
指靠	rxek
投映	rxjm
兵贵神速	rxou
报章杂志	rxvf
柜橱	sasd
横条	sati
格莱美	saug
印本	sbjj
印字	sbpb
关联词	sbyn
枯涸	sdil
片面之词	sdpy
酷派	seir
中职	shbk
李长春	shdw
棋类	shod
朴拙	shrb
桃酥	sist
中国通	slce
中国地图	slfl
中国少年先锋队	slib
中国结	slxf
中央文件	smcw
覆雨翻云	smmc
植物大战僵尸	sndn
机架	snvs
机群	snvt
机修	snwh
枕藉	spad
送报	spri
郑重声明	sqfj
板卡	srmh
板斧	srmr
横挑鼻子竖挑眼	srth
机械键盘	ssqe
榆木疙瘩	ssuu
样样俱全	sswo
机械论	ssyw
横槊赋诗	sumy
概貌	svek
根号	svkw
五言诗	syyf
季军	tbpl
自动取款机	tcbs
笔意	tcxn
臭死	tdbx
第三国际	tdlb
税局	tdns
追述	tdsy
租船	teen
自助游	teip
相沿	tgin
条理分明	tgmj
相斥	tgry
简化字	thpb
科学观	ticm
秒数	tiov
香脂	tjex
香片	tjst
务期	tlhe
丢丑	tlnf
香车宝马	tlpc
秧田	tmlh
想定	tnpw
秉烛夜谈	toyy
种族问题	tpuj
称赏	tqjm
称贺	tqvm
称说	tqyd
右击	trfm
种苗	tsal
篷车	ttlg
第六感觉	tudi
程门立雪	tuuf
自毁长城	tvhf
自即日起	tvjk
简体中文	twsc
入春	tydw
将功折罪	uarl
疖子	ubbo
六出祁山	ubom
凌云之志	ucpf
交通线	ucxg
冷峭	udmi
状纸	udxs
遂溪	ueie
病家	uepe
凌志	uffn
壮语	ufys
姜堰	ugfa
前天下午	uggr
闽南语	uhys
门头沟	uiiq
亲日	uija
冼星海	ujcu
盖世无双	ukfo
六味地黄丸	ukfv
单名	ulqk
痹症	ulug
单练	ulxa
端子	umbo
端丽	umgy
凋败	ummt
端掉	umrh
益寿延年	uota
普遍意义	uoxy
旁出	upbm
将军肚	upef
新官上任	uphw
问寒问暖	upuj
剖宫产	uput
交关	ursy
冲压	usdf
尊驾	usvc
整地	utfm
整党	utjq
站票	uvbi
煎服	uwei
新人类	uwod
新疆乌鲁木齐	uxqc
单线程	uxtk
凝合	uxwt
闲话少说	uyiy
北京银行	uyqh
北京站	uyuv
奸夫淫妇	vaiv
半工半读	vavy
猛进	vbxp
早知今日	vcdj
妈逼	vcrl
妙手偶得	vcwh
九大行星	vdhj
刀耕火种	vdot
姑舅	vdvl
忍辱偷生	vdwp
奶量	vejg
嬉水	vfhi
九天揽月	vgre
犯上作乱	vhwq
杂食	vihh
妙绝	vixq
妙论	viyw
别绪	vjxf
卖炭翁	vmmc
女性主义	vnby
加元	vnfq
刀俎	vnie
狗尾续貂	vnxe
九城	vofp
狼烟四起	volk
退耕	vpdi
退党	vpjq
退离	vpyb
九五至尊	vsau
婚介	vswj
臼齿	vtcb
专门利人	vutw
九九归一	vvjg
邋邋遢遢	vvjj
猴戏	vwcx
狗拿耗子	vwdb
韦编三绝	vxdx
妇幼保健院	vxmb
战鹰	vxow
狭缝	vxxt
麻纱	vyxi
倒爷	wamb
倒了霉	wbfx
僚机	wdsn
伯克利	wdtj
估衣	wdyk
但求无过	wfff
仁川	wfjt
债款	wgfw
任天堂	wgjf
人不为己	wgll
修史	whkr
候命	whwn
佐治亚州	wigj
余弦	wixa
作色	wkqj
盒式	wlaa
人怕出名猪怕壮	wnbu
人事处	wnth
伙子	wobo
偏废	wooh
合家欢	wpcq
人之将死	wpub
佯谬	wpyn
传道授业	wqro
任君	wqvt
侈谈	wqyo
俯拾皆是	wraj
假烟	wrol
假摔	wrra
休会	wsoc
候机楼	wsso
低射	wsyf
低等动物	wtcn
伊利诺斯	wtyh
伊利诺伊	wtyw
伤病员	wukm
假慈悲	wumx
倒装句	wust
传代	wvhy
传看	wvme
人人为我	wwlr
信邪	wyrt
禽蛋	wywj
绿茸茸	xaab
红歌	xaaq
绿茵场	xafv
红铜	xaqm
红钻	xaqv
红框	xasa
纯厚	xbdj
强取豪夺	xbhd
意马心猿	xcnv
经纱	xcxi
张大千	xdqt
组曲	xeka
弗雷泽	xfic
乡干部	xfuk
戈比	xgax
引航	xhey
引吭	xhky
引种	xhts
经济交流	xiui
每日邮报	xjnr
强弩	xkvc
卷须	xled
细路	xllo
线路板	xlsr
幼猫	xlva
细点	xlvo
遗篇	xmto
维特根斯坦	xnsf
练习簿	xnti
咒符	xntw
纳米比亚	xoag
继子	xobo
编外	xoqh
继女	xovv
哭成泪人	xpiw
弱冠之年	xppa
绝域	xqfx
约数	xqov
编外人员	xqwk
约请	xqyg
强中自有强中手	xstc
纪检委	xstv
弹球	xugf
续建	xvwf
鄂伦春	xwdw
结合部	xwuk
绕弯	xxpx
每斤	xxrt
每栋	xxsa
音源	xyid
试航	yaey
试销	yaqi
诬赖	yauq
言出法随	ybib
说戏	ydcx
诸项	yfad
诗史	yfkr
删号	ygkw
盲信	yhwy
永清	yiig
孰能无过	yjff
裹足	yjlh
亡党亡国	yjyl
识数	ykov
误报	ykri
误信	ykwy
颤悠	ylwh
词源	ynid
讽喻	ynkw
谬以千里	ynqu
言必称	yntq
谈出	yobm
雍容大度	ypdl
诚服	ypei
充放电	ypjn
谄谀	yqyv
义旗	yrph
谯楼	yrso
调查员	yskm
诱引	ytxh
弃甲曳兵	yujr
谱线	yuxg
朗然	yvqd
夜用	yweh
谢病	yyue
草莽英雄	aaad
刻苦耐劳	aada
黄花岗	aamm
蒸蛋	abwj
苦难深重	aciq
畜力	acla
劳动局	acns
畜养	acpj
率然	acqd
项背	adux
工商大学	aedi
散件	aewp
年增长率	afha
黄土高坡	afhf
坐守	afpf
工长	aghs
菲亚特	agnf
工控	agrp
花巧	ahaw
花腔	ahep
花托	ahrm
哥斯拉	ahru
落草	aiav
欧洲市场	aivf
蓝猫	ajva
苦口良药	akya
苏南	alhe
东跑西颠	alsf
贡院	ambp
巨鲸	ancy
黄种	ants
匠心独运	anvc
刻本	aojj
从紧	aotx
东方航空	apep
东方不亮西方亮	apgh
劳损	aprk
劳乏	aptp
荣立	apuu
苎麻	apvy
蒙人	apwo
荆钗布裙	aqdb
区重点	aqvo
欧化	arht
警徽	ashm
从右到左	atad
工程大学	atdi
薪俸	auwd
萨摩耶	avbb
茹素	avgx
茶食	awhh
比什凯克	awmd
药饵	axhb
薏仁	axwf
刻骨仇恨	axwn
英译本	ayjj
陈尸	bann
陕甘宁	baps
黑茶	bbaw
聚头	bciw
承上	bdha
默算	bdth
阴曹	beem
阴跌	belr
阻尼	benx
随礼	beon
主航道	beqp
裱糊	bgod
隐恶扬善	bgrp
残秋	bgto
补胎	bhec
补遗	bhxm
票箱	bitt
阳极	bjse
阿喀琉斯	bkgh
防盗锁	bkqi
职中	bksh
出超	bmkv
补贴费	bmxj
金风送爽	bnsd
奥赛	bopm
烈焰红唇	boxd
阴盛阳衰	bpby
阿塞拜疆	bpmx
初生牛犊	bppn
殡仪	bpwy
聊赖	bquq
堕入情网	btnm
凶焰	btoq
联系方法	btpi
陪都	bufj
陪送	busp
金笔	butc
金言	buyy
初战告捷	bver
限高	bvhk
裙底	bvos
附加税	bvtd
初速	bvup
附加费	bvxj
除尽	bwnm
阿诗玛	bygc
文艺出版社	cabo
频率响应	cako
驱除鞑虏	cbqh
又脏又累	cecl
通才	ceft
通宝	cepb
通铺	ceqb
通栏	cesu
短波	cgih
短痛	cguc
文化厅	chds
止点	chvo
手谈	chyo
驳论	ciyw
鲁菜	cjae
文曲星	ckjp
知网	ckmd
智力开发	cleh
鱼肉百姓	cmdv
难分高下	cmhg
圣乔治	cmic
观赛	cmpm
毛坯	cnfg
马年	coak
驴叫	cokn
鳞爪	cooh
马关	cosy
马奶	cove
骗婚	covs
兴安岭	cpmd
买方市场	cpvf
海尔集团	cqml
难管	crtp
举杯邀明月	cske
鱼肠	ctev
买卖不成仁义在	cvgd
文韬武略	cvgl
通信卫星	cwnj
柴垛	cxfn
此表	cxgk
古巨基	dahf
克莱斯勒	dahq
百年校庆	daso
大藏经	daxc
克隆人	dbwo
三叠纪	dcxl
避而不答	ddgt
大龙虾	ddjg
碰碰车	ddlg
百般阻挠	debr
百般无奈	defd
压铸	dfqo
夺门	dfuy
奢谈	dfyo
硬玉	dgbg
在天愿作比翼鸟	dgdq
硬弓	dgxn
破百	dhdj
夏收	dhnh
砂岩	dimd
贪污腐化	dioh
三鹿	disx
今明两天	djeg
夏虫不可语冰	djgu
百忙	djny
原职	dkbk
三起三落	dkda
历史地理	dkfg
感恩图报	dllr
左轮枪	dlsw
面市	dlvm
三八红旗手	dmxc
大风车	dnlg
矿主	doby
大碟	dodk
磷矿	dodo
大报	dori
三个臭皮匠	dota
大疆	doxf
压寨夫人	dpaw
胡宗宪	dppe
磋磨	dpvd
碑碣	drdj
大中型企业	dseo
三板斧	dsmr
奇秀	dste
龙颜大悦	dudn
耍赖皮	duhc
太婆	duih
在野党	dujq
大将风度	dunl
磁针	duqf
原始股	dvex
套鞋	dvqf
奉公	dwmc
春种	dwts
龙年	dxak
压缩比	dxax
百试百灵	dydv
乳脂	ebex
乳罩	eblh
悬河	ecis
县府	ecow
先验论	ecyw
形而下	edgh
月终	eext
有喜有忧	efen
有志之士	efpf
用不惯	egnx
气溶胶	eieu
肥油	ejin
肥缺	ejrm
有罪推定	elrp
船闸	enuu
开滦	eoip
腕力	epla
赞礼	eqon
脆嫩	eqvu
彩陶	esbq
腰眼	eshv
采血	estl
气割	etjr
对称轴	etln
气筒	ettm
腹背	etux
腰间盘突出	eueb
胶靴	euqh
开普敦	euyb
妥为	evlu
腿酸	evsc
有人欢喜有人愁	ewct
有凭有据	ewer
开倒车	ewlg
股骨头	exiw
脑勺	eyqy
博茨瓦纳	fagx
塔吊	fakb
喜筵	fatt
霰弹	faxu
丧魂落魄	fcak
十三陵	fdbf
真有此事	fecn
雾气腾腾	feee
直航	feey
真章	fexf
十二月份	ffew
填房	ffop
远水难救近火	fhco
直瞪瞪	fhhw
平衡木	fhss
博学多识	fiqy
无脊椎动物	fisn
坦陈	fjba
刊行	fjhw
未能免俗	fjlw
后防	fkbp
士为知己者死	flcb
二踢脚	flel
露腿	flev
土办法	flil
增派	flir
雷蛇	fljp
增辉	flkp
露白	flkt
雷鸟	flqg
露相	fltg
地量	fmjg
地空	fmps
地勤	fmqf
直愣愣	fnnl
老寿星	fojp
赤眉	fonh
求精	foog
求成	fopx
求诊	foyw
老牛吃嫩草	fpka
颠鸾倒凤	fpwn
直捣黄龙	frad
士可杀不可辱	fsjd
无可名状	fsqu
远程控制	ftrl
埋地	fufm
丧假	fuwr
博闻强识	fuxy
无人之境	fwpf
老花	fxah
增强现实	fxgp
老弱病残孕	fxue
老拳	fxxc
老调	fxym
坑骗	fyco
过望	fyye
一式三份	gadw
武备	gaof
恶向胆边生	gbep
斑蝥	gcct
天壤	gdfy
正确姿势	gdkh
天候	gdwh
靓号	gekw
球王	gfgg
环行	gghw
不甚了了	ghbb
画虎不成反类犬	ghgd
天行健	ghww
下弦	ghxa
政治局常委	gint
一日为师	gjlj
不明飞行物	gjnn
不是冤家不聚头	gjpi
末日审判	gjpo
不置一词	glgy
一路货色	glhq
一路畅通	gljc
画谱	glyu
现洋	gmip
现卖	gmvi
不看僧面看佛面	gmwd
豆腐渣工程	goit
责之切	gpav
不完全统计	gpoy
不名一文	gqgc
不拘一格降人才	grgf
画栋雕梁	gsmi
一醉解千愁	gsqt
一条龙服务	gtdt
一箭之地	gtpf
凸透镜	gtqx
理喻	gukw
理屈	gunb
下九流	gviy
武侯祠	gwon
素餐	gxhq
互勉	gxls
互评	gxyf
不识庐山真面目	gyoh
上院	habp
上款	hafw
上谕	hayw
高出一筹	hbgt
书札	hbsn
德黑兰	hbuf
上海大学	hcdi
皮艇	hceq
代步车	hclg
长短句	hcst
发肤	hdea
发油	hdin
发身	hdyt
南向	hebk
豪雨	hemk
献词	heyn
基址	hffc
基干	hffg
书声琅琅	hfgg
垫圈	hflx
毫无意外	hfxq
睁一眼闭一眼	hghh
征募	hgsl
食油	hhin
水上乐园	hhql
水程	hitk
水门	hiuy
微电子	hjbo
瞎聊	hjbq
